"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Pathways (KEGG)","Type II diabetes mellitus","enriched","0.0034179","0.0266276","0.0266276","19","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-409-3p; hsa-miR-1225-5p"
"Target genes (miRTarBase)","MDM2","enriched","0.002578","0.0266804","0.0266804","10","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-1228-5p"
"Pathways (KEGG)","Pentose phosphate pathway","enriched","0.0039992","0.0295","0.0295","12","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-892a"
"Pathways (KEGG)","Renin secretion","enriched","0.0041388","0.0295","0.0295","14","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-106b-5p; hsa-miR-409-3p; hsa-miR-1228-5p"
"Pathways (KEGG)","Sphingolipid signaling pathway","enriched","0.0041054","0.0295","0.0295","24","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-24-2-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p"
"Pathways (KEGG)","Th17 cell differentiation","enriched","0.0040135","0.0295","0.0295","23","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-892a; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p; hsa-miR-590-5p"
"Pathways (KEGG)","ABC transporters","enriched","0.0044322","0.0296957","0.0296957","11","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-130b-5p; hsa-miR-484; hsa-miR-106b-5p"
"Pathways (KEGG)","TGF-beta signaling pathway","enriched","0.0044322","0.0296957","0.0296957","22","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-132-5p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-1225-5p; hsa-miR-590-5p"
"Pathways (KEGG)","cGMP-PKG signaling pathway","enriched","0.0044322","0.0296957","0.0296957","22","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-1225-5p; hsa-miR-590-5p; hsa-miR-1228-5p"
"Pathways (KEGG)","GABAergic synapse","enriched","0.004735","0.0305042","0.0305042","17","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-892a; hsa-miR-194-3p"
"Pathways (KEGG)","RIG-I-like receptor signaling pathway","enriched","0.004735","0.0305042","0.0305042","16","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p"
"Pathways (KEGG)","Adherens junction","enriched","0.0053037","0.0308823","0.0308823","24","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p; hsa-miR-590-5p"
"Pathways (KEGG)","Glycosaminoglycan biosynthesis - heparan sulfate  heparin","enriched","0.0053468","0.0308823","0.0308823","13","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-558; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p"
"Pathways (KEGG)","Lipid and atherosclerosis","enriched","0.005132","0.0308823","0.0308823","29","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-132-5p; hsa-miR-24-2-5p; hsa-miR-658; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-106b-5p; hsa-miR-892a; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p; hsa-miR-590-5p"
"Pathways (KEGG)","Ovarian steroidogenesis","enriched","0.005114","0.0308823","0.0308823","14","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-484; hsa-miR-106b-5p"
"Pathways (KEGG)","VEGF signaling pathway","enriched","0.0053468","0.0308823","0.0308823","20","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Pathways (KEGG)","cAMP signaling pathway","enriched","0.0053037","0.0308823","0.0308823","24","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-590-5p; hsa-miR-1228-5p"
"Pathways (KEGG)","Lysosome","enriched","0.0058113","0.0324463","0.0324463","17","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-892a; hsa-miR-194-3p"
"Pathways (KEGG)","Mineral absorption","enriched","0.0058113","0.0324463","0.0324463","17","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-132-5p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-1228-5p"
"Pathways (KEGG)","Adipocytokine signaling pathway","enriched","0.0061641","0.0327776","0.0327776","21","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p; hsa-miR-1225-5p"
"Pathways (KEGG)","Calcium signaling pathway","enriched","0.0061641","0.0327776","0.0327776","21","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-658; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-106b-5p; hsa-miR-409-3p; hsa-miR-1225-5p"
"Pathways (KEGG)","PD-L1 expression and PD-1 checkpoint pathway in cancer","enriched","0.0061641","0.0327776","0.0327776","21","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-658; hsa-miR-484; hsa-miR-380-5p; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Pathways (KEGG)","Cortisol synthesis and secretion","enriched","0.00721","0.0330051","0.0330051","15","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-590-5p"
"Pathways (KEGG)","Cysteine and methionine metabolism","enriched","0.0076089","0.0330051","0.0330051","20","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-658; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-194-3p"
"Pathways (KEGG)","Fanconi anemia pathway","enriched","0.0076848","0.0330051","0.0330051","14","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p"
"Pathways (KEGG)","Hematopoietic cell lineage","enriched","0.00721","0.0330051","0.0330051","15","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-590-5p"
"Pathways (KEGG)","Longevity regulating pathway - multiple species","enriched","0.0068787","0.0330051","0.0330051","23","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-132-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-409-3p; hsa-miR-1225-5p; hsa-miR-590-5p"
"Pathways (KEGG)","Mitophagy - animal","enriched","0.0076848","0.0330051","0.0330051","19","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-194-3p; hsa-miR-590-5p"
"Pathways (KEGG)","Nucleocytoplasmic transport","enriched","0.0076848","0.0330051","0.0330051","19","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p"
"Pathways (KEGG)","Other types of O-glycan biosynthesis","enriched","0.0071","0.0330051","0.0330051","16","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-484; hsa-miR-380-5p; hsa-miR-106b-5p"
"Pathways (KEGG)","PPAR signaling pathway","enriched","0.0076848","0.0330051","0.0330051","19","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-194-3p; hsa-miR-590-5p"
"Pathways (KEGG)","Peroxisome","enriched","0.0071","0.0330051","0.0330051","16","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-885-5p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p"
"Pathways (KEGG)","Phosphatidylinositol signaling system","enriched","0.0076089","0.0330051","0.0330051","20","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p"
"Pathways (KEGG)","Ras signaling pathway","enriched","0.0068023","0.0330051","0.0330051","27","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-380-5p; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p; hsa-miR-1225-5p"
"Pathways (KEGG)","Retrograde endocannabinoid signaling","enriched","0.0076848","0.0330051","0.0330051","19","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-106b-5p; hsa-miR-892a; hsa-miR-194-3p"
"Pathways (KEGG)","Tight junction","enriched","0.0068023","0.0330051","0.0330051","27","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-380-5p; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p; hsa-miR-1228-5p"
"Pathways (KEGG)","Wnt signaling pathway","enriched","0.0068023","0.0330051","0.0330051","27","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-24-2-5p; hsa-miR-484; hsa-miR-380-5p; hsa-miR-934; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p; hsa-miR-590-5p"
"Target genes (miRTarBase)","FAM126B","enriched","0.003237","0.0332736","0.0332736","9","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-548d-3p; hsa-miR-934; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZBTB7A","enriched","0.003237","0.0332736","0.0332736","9","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-374b-5p; hsa-miR-106b-5p; hsa-miR-194-3p"
"Target genes (miRTarBase)","ZNF652","enriched","0.003237","0.0332736","0.0332736","9","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-548d-3p; hsa-miR-106b-5p; hsa-miR-1228-5p"
"Pathways (KEGG)","African trypanosomiasis","enriched","0.0084606","0.0349915","0.0349915","16","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Pathways (KEGG)","Circadian entrainment","enriched","0.0084606","0.0349915","0.0349915","17","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-135a-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-106b-5p; hsa-miR-590-5p"
"Pathways (KEGG)","Fatty acid degradation","enriched","0.0084606","0.0349915","0.0349915","16","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-194-3p"
"Published Diseases","benign prostate hyperplasia deregulated","enriched","0.0044322","0.0351182","0.0351182","22","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-148a-3p; hsa-miR-132-5p; hsa-miR-658; hsa-miR-380-5p; hsa-miR-934; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Published Diseases","colon cancer downregulated","enriched","0.0076089","0.0351182","0.0351182","20","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-148a-3p; hsa-miR-24-2-5p; hsa-miR-146b-3p; hsa-miR-380-5p; hsa-miR-934; hsa-miR-106b-5p; hsa-miR-590-5p"
"Published Diseases","dilated cardiomyopathy downregulated","enriched","0.0028152","0.0351182","0.0351182","16","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-24-2-5p; hsa-miR-146b-3p; hsa-miR-380-5p; hsa-miR-934"
"Published Diseases","lung cancer downregulated","enriched","0.0076089","0.0351182","0.0351182","20","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-148a-3p; hsa-miR-24-2-5p; hsa-miR-146b-3p; hsa-miR-380-5p; hsa-miR-934; hsa-miR-106b-5p; hsa-miR-590-5p"
"Published Diseases","lung cancer upregulated","depleted","0.0076089","0.0351182","0.0351182","13","hsa-miR-302c-3p; hsa-miR-135a-3p; hsa-miR-130b-5p; hsa-miR-885-5p; hsa-miR-132-5p; hsa-miR-658; hsa-miR-484; hsa-miR-892a; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p; hsa-miR-1225-5p; hsa-miR-1228-5p"
"Published Diseases","prostate cancer downregulated","enriched","0.0047511","0.0351182","0.0351182","18","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-558; hsa-miR-148a-3p; hsa-miR-146b-3p; hsa-miR-380-5p; hsa-miR-934; hsa-miR-106b-5p; hsa-miR-590-5p"
"Published Diseases","prostate cancer upregulated","depleted","0.0076089","0.0351182","0.0351182","13","hsa-miR-302c-3p; hsa-miR-135a-3p; hsa-miR-130b-5p; hsa-miR-885-5p; hsa-miR-132-5p; hsa-miR-658; hsa-miR-484; hsa-miR-892a; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p; hsa-miR-1225-5p; hsa-miR-1228-5p"
"Published Diseases","renal cancer downregulated","enriched","0.0034179","0.0351182","0.0351182","19","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-148a-3p; hsa-miR-24-2-5p; hsa-miR-146b-3p; hsa-miR-380-5p; hsa-miR-934; hsa-miR-106b-5p"
"Published Diseases","renal cancer upregulated","depleted","0.0044322","0.0351182","0.0351182","11","hsa-miR-135a-3p; hsa-miR-130b-5p; hsa-miR-132-5p; hsa-miR-658; hsa-miR-484; hsa-miR-892a; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p; hsa-miR-1225-5p; hsa-miR-1228-5p"
